E,j
0.07039146215222747,32.47073023687767
0.09281733929316283,35.95729762049609
0.10694179155278638,38.842001472997595
0.1148386735897744,43.29703402510722
0.1199483858242687,47.87414903057072
0.12526429406041895,53.53590904182283
0.12933490188688768,53.77469320226169
0.13428986533152276,50.397144173026504
0.13903987146763352,45.75423654849669
0.14507376688941553,41.41193617030979
0.1562460282474485,37.78986139110532
0.17898896030589406,34.643398018158905
0.19678584002693733,33.66923194125479
0.21286037795941115,33.72046964827405
0.23408659811860666,32.744346721071565
0.2463091384759788,32.014313326614456
0.25915466532858944,33.935556890826774
0.26855821617423814,37.546051818188175
0.2745465312689068,39.29033424354452
0.28034105743603077,38.26258060612213
0.2846535135926356,34.825165276959524
0.28983768859201464,29.458872392277385
0.29609402712573063,24.031654221866916
0.30750554312909717,17.09503276621956
0.3195429833817931,12.448003038858133
0.343588078443388,7.131351854158538
0.36568376113687684,4.527648208684923
0.40492129530389254,2.5772066349089755
0.4402885510027288,2.2560299075890953
0.48744192140455533,2.2295663317338494
0.5491627096684983,3.1591374550959017
0.5860190335219448,4.343731779128348
0.6177278515958926,6.013287917492903
0.6444910688354506,9.794849760189322
0.6648261644510363,13.33895053440574
0.6845145765726852,17.365551604323514
0.7048540704372253,20.307026544104133
0.7307622667233502,23.787708225379447
0.7481076066283558,25.887171507563835
0.7622246089995588,29.73608981642417
0.7735550074392887,33.64683114686716
0.7846736796450515,37.196104393760265
0.7921578323024063,39.54220291020283
0.8018036827398873,39.416238980513185
0.8213590078396771,32.5955652568457
0.8318997077649779,27.467270397557968
0.8428636309395654,23.061911834013245
0.8503801622428866,21.069013715795336
0.8619668501109805,19.375159125466098
0.8906871518914292,19.41926750951052
0.9185509633587665,19.343402795847055
0.9286215054399467,19.7595969952298
0.9386833584569418,21.32078368899886
0.9451088871200615,21.91980089785534
0.9477513509819693,12.51728381306782
0.9465071751387282,6.913529988548476
0.9418501349449449,-0.857797688067194
0.9279509477354406,-5.188943377551027
0.9020373363089609,-7.9465126494307015
0.8754825716208563,-10.944758547847414
0.8594304836117668,-14.009157908592101
0.844674921181108,-18.460341208626687
0.8314296378939954,-24.238169297267177
0.8190288814493465,-28.329087260302003
0.8087584612715737,-30.67358983402937
0.7933387300262014,-32.29206089936531
0.7826153011553456,-31.382091498812315
0.7609828920472612,-33.41888966316094
0.7414881542438327,-34.67345460597869
0.7116902742713258,-33.933589743420384
0.6926002570223739,-31.99445542801675
0.6734856409752803,-26.80112179612479
0.6590792900494022,-20.64618805345981
0.6405988355714936,-14.247931371697177
0.6234268622431138,-10.863558094504242
0.5676798333662876,-8.120450297017555
0.5097872387276563,-5.0747783385680805
0.4812786636638078,-4.757483087583864
0.44569787644290315,-4.556704749754658
0.3927597939872105,-4.828322453090777
0.347130692806779,-7.996672953823577
0.32679740247929456,-11.781843422099314
0.3068978295120659,-16.23010755881694
0.29023301990005956,-23.33181371377293
0.2808505651927067,-29.77469219251077
0.2695144144776178,-32.90199736190834
0.24121925632651342,-32.46430365711194
0.20737750902483643,-35.518719044407476
0.1870529077615366,-40.448882007069415
0.17317448003795577,-47.55215194480138
0.16633159476891723,-49.65750945050695
0.1601056075500189,-48.26795898189073
0.15128905494270506,-44.40616982484653
0.14485664226218575,-44.10123200911539
0.13908874246566927,-46.629038845307946
0.1303471043675697,-52.77098139438033
0.12522656112841712,-55.90177490827011
0.11748972889495146,-53.12532021927677
0.1108116357476785,-48.601848735540216
0.09855840766443325,-43.7739205604214
0.08177463988165234,-42.122327470703
0.07599556716706335,-43.1887639569469
0.0731590474283037,-43.63914761619276
0.0693021269895151,-36.35574858031953
